id,title,full_text,paragraphs,references,children
204.403,Responsibilities of contracting officers.,"(1)  Contracting officers shall ensure that solicitations comply with PGI 204.403 (1).
(2)  For additional guidance on determining a project to be fundamental research in accordance with 252.204-7000 (a)(3), see PGI 204.403 (2).","['(1)  Contracting officers shall ensure that solicitations comply with PGI 204.403 (1).', '(2)  For additional guidance on determining a project to be fundamental research in accordance with 252.204-7000 (a)(3), see PGI 204.403 (2).']",252.204-7000,
204.404,Contract clause.,,[],,204.404-70
204.404-70,Additional contract clauses.,"(a)  Use the clause at 252.204-7000 , Disclosure of Information, in solicitations and contracts when the contractor will have access to or generate unclassified information that may be sensitive and inappropriate for release to the public.
(b)  Use the clause at 252.204-7003 , Control of Government Personnel Work Product, in all solicitations and contracts.","['(a)  Use the clause at 252.204-7000 , Disclosure of Information, in solicitations and contracts when the contractor will have access to or generate unclassified information that may be sensitive and inappropriate for release to the public.', '(b)  Use the clause at 252.204-7003 , Control of Government Personnel Work Product, in all solicitations and contracts.']","252.204-7000,252.204-7003",
204.470,U.S.-International Atomic Energy Agency Additional Protocol.,,[],,"204.470-1,204.470-2,204.470-3"
204.470-1,General.,"Under the U.S.-International Atomic Energy Agency Additional Protocol (U.S.-IAEA AP), the United States is required to declare a wide range of public and private nuclear-related activities to the IAEA and potentially provide access to IAEA inspectors for verification purposes.","['Under the U.S.-International Atomic Energy Agency Additional Protocol (U.S.-IAEA AP), the United States is required to declare a wide range of public and private nuclear-related activities to the IAEA and potentially provide access to IAEA inspectors for verification purposes.']",,
204.470-2,National security exclusion.,"(a)  The U.S.-IAEA AP permits the United States unilaterally to declare exclusions from inspection requirements for activities, or locations or information associated with such activities, with direct national security significance.
(b)  In order to ensure that all relevant activities are reviewed for direct national security significance, both current and former activities, and associated locations or information, are to be considered for applicability for a national security exclusion.
(c)  If a DoD program manager receives notification from a contractor that the contractor is required to report any of its activities in accordance with the U.S.-IAEA AP, the program manager will—
(1)  Conduct a security assessment to determine if, and by what means, access may be granted to the IAEA; or
(2)  Provide written justification to the component or agency treaty office for application of the national security exclusion at that location to exclude access by the IAEA, in accordance with DoD Instruction 2060.03, Application of the National Security Exclusion to the Agreements Between the United States of America and the International Atomic Energy Agency for the Application of Safeguards in the United States of America.","['(a)  The U.S.-IAEA AP permits the United States unilaterally to declare exclusions from inspection requirements for activities, or locations or information associated with such activities, with direct national security significance.', '(b)  In order to ensure that all relevant activities are reviewed for direct national security significance, both current and former activities, and associated locations or information, are to be considered for applicability for a national security exclusion.', '(c)  If a DoD program manager receives notification from a contractor that the contractor is required to report any of its activities in accordance with the U.S.-IAEA AP, the program manager will—', '(1)  Conduct a security assessment to determine if, and by what means, access may be granted to the IAEA; or', '(2)  Provide written justification to the component or agency treaty office for application of the national security exclusion at that location to exclude access by the IAEA, in accordance with DoD Instruction 2060.03, Application of the National Security Exclusion to the Agreements Between the United States of America and the International Atomic Energy Agency for the Application of Safeguards in the United States of America.']",,
204.470-3,Contract clause.,"Use the clause at 252.204-7010 , Requirement for Contractor to Notify DoD if the Contractor’s Activities are Subject to Reporting Under the U.S.-International Atomic Energy Agency Additional Protocol, in solicitations and contracts for research and development or major defense acquisition programs involving—
(a)  Any fissionable materials (e.g., uranium, plutonium, neptunium, thorium, americium);
(b)  Other radiological source materials; or
(c)  Technologies directly related to nuclear power production, including nuclear or radiological waste materials.","['Use the clause at 252.204-7010 , Requirement for Contractor to Notify DoD if the Contractor’s Activities are Subject to Reporting Under the U.S.-International Atomic Energy Agency Additional Protocol, in solicitations and contracts for research and development or major defense acquisition programs involving—', '(a)  Any fissionable materials (e.g., uranium, plutonium, neptunium, thorium, americium);', '(b)  Other radiological source materials; or', '(c)  Technologies directly related to nuclear power production, including nuclear or radiological waste materials.']",252.204-7010,
204.602,General.,See PGI 204.602 for additional information on the Federal Procurement Data System (FPDS) and procedures for resolving technical or policy issues relating to FPDS.,['See PGI 204.602 for additional information on the Federal Procurement Data System (FPDS) and procedures for resolving technical or policy issues relating to FPDS.'],,
204.604,Responsibilities.,"(1) The process
for reporting contract actions to FPDS should, where possible, be
automated by incorporating it into contract writing systems.
(2) Data in FPDS is stored
indefinitely and is electronically retrievable. Therefore, the contracting
officer may reference the contract action report (CAR) approval
date in the associated Government contract file instead of including
a paper copy of the electronically submitted CAR in the file. Such
reference satisfies contract file documentation requirements of
FAR 4.803(a).
(3) By December 15th of each
year, the chief acquisition officer of each DoD component required
to report its contract actions shall submit to the Principal Director, Defense Pricing and Contracting,
its annual certification and data validation results for the preceding
fiscal year in accordance with the DoD Data Improvement Plan requirements
at https://www.acq.osd.mil/asda/dpc/ce/cap/index.html .
The Principal Director,
Defense Pricing
and Contracting, will submit a consolidated DoD annual certification
to the Office of Management and Budget by January 5th of each year.","['(1) The process\nfor reporting contract actions to FPDS should, where possible, be\nautomated by incorporating it into contract writing systems.', '(2) Data in FPDS is stored\nindefinitely and is electronically retrievable. Therefore, the contracting\nofficer may reference the contract action report (CAR) approval\ndate in the associated Government contract file instead of including\na paper copy of the electronically submitted CAR in the file. Such\nreference satisfies contract file documentation requirements of\nFAR 4.803(a).', '(3) By December 15th of each\nyear, the chief acquisition officer of each DoD component required\nto report its contract actions shall submit to the Principal Director, Defense Pricing and Contracting,\nits annual certification and data validation results for the preceding\nfiscal year in accordance with the DoD Data Improvement Plan requirements\nat https://www.acq.osd.mil/asda/dpc/ce/cap/index.html .\nThe Principal Director,\nDefense Pricing\nand Contracting, will submit a consolidated DoD annual certification\nto the Office of Management and Budget by January 5th of each year.']",,
204.606,Reporting data.,"In addition to FAR 4.606, follow the procedures at PGI 204.606 for reporting data to FPDS.","['In addition to FAR 4.606, follow the procedures at PGI 204.606 for reporting data to FPDS.']",,
204.802,Contract files.,"(a)  Any document posted to the Electronic Data Access (EDA) system is part of the contract file and is accessible by multiple parties, including the contractor.  Do not include in EDA contract documents that are classified, too sensitive for widespread distribution (e.g., personally identifiable information and Privacy Act and Health Insurance Portability and Accountability Act), or attachments that cannot be practicably converted to electronic format (e.g., samples, drawings, and models). Inclusion of any document in EDA other than contracts, modifications, and orders is optional.
(f)  A photocopy, facsimile, electronic, mechanically-applied and printed signature, seal, and date are considered to be an original signature, seal, and date.","['(a)  Any document posted to the Electronic Data Access (EDA) system is part of the contract file and is accessible by multiple parties, including the contractor.  Do not include in EDA contract documents that are classified, too sensitive for widespread distribution (e.g., personally identifiable information and Privacy Act and Health Insurance Portability and Accountability Act), or attachments that cannot be practicably converted to electronic format (e.g., samples, drawings, and models). Inclusion of any document in EDA other than contracts, modifications, and orders is optional.', '(f)  A photocopy, facsimile, electronic, mechanically-applied and printed signature, seal, and date are considered to be an original signature, seal, and date.']",,
204.804,Closeout of contractfiles.,"(1) Except as provided
in paragraph (3) of this section, contracting officers shall close
out contracts in accordance with the procedures at PGI 204.804 .
The closeout date for file purposes shall be determined and documented
by the procuring contracting officer.
(2) The head of the contracting
activity shall assign the highest priority to close out of contracts
awarded for performance in a contingency area. Heads of contracting
activities shall monitor and assess on a regular basis the progress
of contingency contract closeout activities and take appropriate
steps if a backlog occurs. For guidance on the planning and execution
of closing out such contracts, see PGI 207.105 (b)(20)(C)(8)
and PGI 225.373 (e).
(3)(i) In accordance with
section 836 of the National Defense Authorization Act for Fiscal
Year 2017 (Pub. L. 114-328), section
824 of the National Defense Authorization Act for Fiscal Year 2018
(Pub. L. 115-91), and
section 820 of the National Defense Authorization Act for Fiscal
Year 2021 (Pub. L. 116-283), contracting officers may close
out contracts or groups of contracts through issuance of one or
more modifications to such contracts without completing a reconciliation
audit or other corrective action in accordance with FAR 4.804-5(a)(3)
through (15), as appropriate, if each contract—
(A)( 1 ) For military construction (as
defined at 10 U.S.C. 2801) or shipbuilding, was awarded at least
10 fiscal years before the current fiscal year; or
( 2 ) For a
            ll other contracts, was awarded
at least 7 fiscal years before the current fiscal year;
(B) The performance or delivery was
completed at least 4 years prior to the current fiscal year;
and
(C) Has been determined by
a contracting official, at least one level above the contracting
officer, to be not otherwise reconcilable, because—
( 1 ) The contract or
related payment records have been destroyed or lost; or
( 2 ) Although contract
or related payment records are available, the time or effort required
to establish the exact amount owed to the U.S. Government or amount
owed to the contractor is disproportionate to the amount at issue.
(ii) Any contract or group
of contracts meeting the requirements of paragraph (3)(i) of this
section may be closed out through a negotiated settlement with the
contractor. Except as provided in paragraph (3)(ii)(B) of this section,
the contract closeout process shall include a bilateral modification
of the affected contract, including those contracts that are closed
out in accordance with a negotiated settlement.
(A) For a contract or groups
of contracts, the contracting officer shall prepare a negotiation
settlement memorandum that describes how the requirements of paragraph
(3)(i) of this section have been met.
(B) For a group of contracts,
a bilateral modification of at least one contract shall be made
to reflect the negotiated settlement for a group of contracts, and
unilateral modifications may be made, as appropriate, to other contracts in
the group to reflect the negotiated settlement.
(iii) For contract closeout
actions under paragraph (3) of this section, remaining contract
balances—
(A) May be offset with balances
in other contract line items within the same contract, regardless
of the year or type of appropriation obligated to fund each contract
line item and regardless of whether the appropriation obligated to
fund such contract line item has closed; and
(B) May be offset with balances
on other contracts, regardless of the year or type of appropriations
obligated to fund each contract and regardless of whether such appropriations
have closed.
(iv) USD(A&S) is authorized
to waive any provision of acquisition law or regulation in order
to carry out the closeout procedures authorized in paragraph (3)(i)
of this section (see procedures at PGI 204.804 (3)(iv)).
(4) When using the clause
at 252.204-7022 , Expediting
Contract Closeout, to expedite contract closeout, determine the residual
dollar amount upon completion of all applicable closeout requirements
of FAR 4.804.","['(1) Except as provided\nin paragraph (3) of this section, contracting officers shall close\nout contracts in accordance with the procedures at PGI 204.804 .\nThe closeout date for file purposes shall be determined and documented\nby the procuring contracting officer.', '(2) The head of the contracting\nactivity shall assign the highest priority to close out of contracts\nawarded for performance in a contingency area. Heads of contracting\nactivities shall monitor and assess on a regular basis the progress\nof contingency contract closeout activities and take appropriate\nsteps if a backlog occurs. For guidance on the planning and execution\nof closing out such contracts, see PGI 207.105 (b)(20)(C)(8)\nand PGI 225.373 (e).', '(3)(i) In accordance with\nsection 836 of the National Defense Authorization Act for Fiscal\nYear 2017 (Pub. L. 114-328), section\n824 of the National Defense Authorization Act for Fiscal Year 2018\n(Pub. L. 115-91), and\nsection 820 of the National Defense Authorization Act for Fiscal\nYear 2021 (Pub. L. 116-283), contracting officers may close\nout contracts or groups of contracts through issuance of one or\nmore modifications to such contracts without completing a reconciliation\naudit or other corrective action in accordance with FAR 4.804-5(a)(3)\nthrough (15), as appropriate, if each contract—', '(A)( 1 ) For military construction (as\ndefined at 10 U.S.C. 2801) or shipbuilding, was awarded at least\n10 fiscal years before the current fiscal year; or', '( 2 ) For a\n            ll other contracts, was awarded\nat least 7 fiscal years before the current fiscal year;', '(B) The performance or delivery was\ncompleted at least 4 years prior to the current fiscal year;\nand', '(C) Has been determined by\na contracting official, at least one level above the contracting\nofficer, to be not otherwise reconcilable, because—', '( 1 ) The contract or\nrelated payment records have been destroyed or lost; or', '( 2 ) Although contract\nor related payment records are available, the time or effort required\nto establish the exact amount owed to the U.S. Government or amount\nowed to the contractor is disproportionate to the amount at issue.', '(ii) Any contract or group\nof contracts meeting the requirements of paragraph (3)(i) of this\nsection may be closed out through a negotiated settlement with the\ncontractor. Except as provided in paragraph (3)(ii)(B) of this section,\nthe contract closeout process shall include a bilateral modification\nof the affected contract, including those contracts that are closed\nout in accordance with a negotiated settlement.', '(A) For a contract or groups\nof contracts, the contracting officer shall prepare a negotiation\nsettlement memorandum that describes how the requirements of paragraph\n(3)(i) of this section have been met.', '(B) For a group of contracts,\na bilateral modification of at least one contract shall be made\nto reflect the negotiated settlement for a group of contracts, and\nunilateral modifications may be made, as appropriate, to other contracts in\nthe group to reflect the negotiated settlement.', '(iii) For contract closeout\nactions under paragraph (3) of this section, remaining contract\nbalances—', '(A) May be offset with balances\nin other contract line items within the same contract, regardless\nof the year or type of appropriation obligated to fund each contract\nline item and regardless of whether the appropriation obligated to\nfund such contract line item has closed; and', '(B) May be offset with balances\non other contracts, regardless of the year or type of appropriations\nobligated to fund each contract and regardless of whether such appropriations\nhave closed.', '(iv) USD(A&S) is authorized\nto waive any provision of acquisition law or regulation in order\nto carry out the closeout procedures authorized in paragraph (3)(i)\nof this section (see procedures at PGI 204.804 (3)(iv)).', '(4) When using the clause\nat 252.204-7022 , Expediting\nContract Closeout, to expedite contract closeout, determine the residual\ndollar amount upon completion of all applicable closeout requirements\nof FAR 4.804.']",252.204-7022,204.804-70
204.804-70,Contract clause.,"Use the clause at 252.204-7022 , Expediting
Contract Closeout, in solicitations and contracts, including solicitations
and contracts using FAR part 12 procedures for the acquisition of
commercial items, when the contracting officer intends to expedite contract
closeout through the mutual waiver of entitlement to a residual
dollar amount of $1,000 or less determined at the time of contract
closeout.","['Use the clause at 252.204-7022 , Expediting\nContract Closeout, in solicitations and contracts, including solicitations\nand contracts using FAR part 12 procedures for the acquisition of\ncommercial items, when the contracting officer intends to expedite contract\ncloseout through the mutual waiver of entitlement to a residual\ndollar amount of $1,000 or less determined at the time of contract\ncloseout.']",252.204-7022,
204.805,Disposal of contract files.,"(1) The sources of the period for which contract files must be retained are General Records Schedule 3 (Procurement, Supply, and Grant Records) and General Records Schedule 6 (Accountable Officers' Accounts Records). Copies of the General Records Schedule may be obtained from the National Archives and Records Administration, Washington, DC 20408.
(2) Deviations from the periods cannot be granted by the Defense Acquisition Regulations Council. Forward requests for deviations to both the Government Accountability Office and the National Archives and Records Administration.
(3) Hold completed contract files in the office responsible for maintaining them for a period of 12 months after completion. After the initial 12 month period, send the records to the local records holding or staging area until they are eligible for destruction. If no space is available locally, transfer the files to the General Services Administration Federal Records Center that services the area.
(4) Duplicate or working contract files should contain no originals of materials that properly belong in the official files. Destroy working files as soon as practicable once they are no longer needed.
(5) Retain pricing review files, containing documents related to reviews of the contractor's price proposals, subject to certified cost or pricing data (see FAR 15.403-4), for six years. If it is impossible to determine the final payment date in order to measure the six-year period, retain the files for nine years.","[""(1) The sources of the period for which contract files must be retained are General Records Schedule 3 (Procurement, Supply, and Grant Records) and General Records Schedule 6 (Accountable Officers' Accounts Records). Copies of the General Records Schedule may be obtained from the National Archives and Records Administration, Washington, DC 20408."", '(2) Deviations from the periods cannot be granted by the Defense Acquisition Regulations Council. Forward requests for deviations to both the Government Accountability Office and the National Archives and Records Administration.', '(3) Hold completed contract files in the office responsible for maintaining them for a period of 12 months after completion. After the initial 12 month period, send the records to the local records holding or staging area until they are eligible for destruction. If no space is available locally, transfer the files to the General Services Administration Federal Records Center that services the area.', '(4) Duplicate or working contract files should contain no originals of materials that properly belong in the official files. Destroy working files as soon as practicable once they are no longer needed.', ""(5) Retain pricing review files, containing documents related to reviews of the contractor's price proposals, subject to certified cost or pricing data (see FAR 15.403-4), for six years. If it is impossible to determine the final payment date in order to measure the six-year period, retain the files for nine years.""]",,
204.902,General.,(b)  DoD uses the Federal Procurement Data System (FPDS) to meet these reporting requirements.,['(b)  DoD uses the Federal Procurement Data System (FPDS) to meet these reporting requirements.'],,
204.1103,Procedures.,"See PGI 204.1103 for helpful information on navigation and data entry in the System for Award Management (SAM) database.
(1)  On contract award documents, use the contractor’s legal or “doing business as” name and physical address information as recorded in the SAM database at the time of award.
(2)  When making a determination to exercise an option, or at any other time before issuing a modification other than a unilateral modification making an administrative change, ensure that—
(i)  The contractor’s record is active in the SAM database; and
(ii)  The contractor’s Data Universal Numbering System (DUNS) number, Commercial and Government Entity (CAGE) code, name, and physical address are accurately reflected in the contract document.
(3)  At any time, if the DUNS number, CAGE code, contractor name, or physical address on a contract no longer matches the information on the contractor’s record in the SAM database, the contracting officer shall process a novation or change-of-name agreement, or an address change, as appropriate.
(4)  See PGI 204.1103 for additional requirements relating to use of information in the SAM database.
(5)  On contractual documents transmitted to the payment office, provide the CAGE code, instead of the DUNS number or DUNS+4 number, in accordance with agency procedures.","['See PGI 204.1103 for helpful information on navigation and data entry in the System for Award Management (SAM) database.', '(1)  On contract award documents, use the contractor’s legal or “doing business as” name and physical address information as recorded in the SAM database at the time of award.', '(2)  When making a determination to exercise an option, or at any other time before issuing a modification other than a unilateral modification making an administrative change, ensure that—', '(i)  The contractor’s record is active in the SAM database; and', '(ii)  The contractor’s Data Universal Numbering System (DUNS) number, Commercial and Government Entity (CAGE) code, name, and physical address are accurately reflected in the contract document.', '(3)  At any time, if the DUNS number, CAGE code, contractor name, or physical address on a contract no longer matches the information on the contractor’s record in the SAM database, the contracting officer shall process a novation or change-of-name agreement, or an address change, as appropriate.', '(4)  See PGI 204.1103 for additional requirements relating to use of information in the SAM database.', '(5)  On contractual documents transmitted to the payment office, provide the CAGE code, instead of the DUNS number or DUNS+4 number, in accordance with agency procedures.']",,
204.1202,Solicitation provision and contract clause.,"When using the provision at FAR 52.204-8, Annual Representations
and Certifications—
(1) Use the provision with 252.204-7007 , Alternate
A, Annual Representations and Certifications; and
(2) When the provision at FAR 52.204-7,
System for Award Management, is included in the solicitation, do
not include separately in the solicitation the following provisions,
which are included in DFARS 252.204-7007 :
(i) 252.204-7016 , Covered
Defense Telecommunications Equipment or Services—Representation.
(ii) 252.209-7002 , Disclosure
of Ownership or Control by a Foreign Government.
(iii) 252.216-7008 , Economic
Price Adjustment–Wage Rates or Material Prices Controlled by a Foreign
Government—Representation.
(iv) 252.225-7000 , Buy American—Balance
of Payments Program Certificate.
(v) 252.225-7020 , Trade Agreements
Certificate.
(vi) 252.225-7031 , Secondary
Arab Boycott of Israel.
(vii) 252.225-7035 , Buy American—Free
Trade Agreements—Balance of Payments Program Certificate.
(viii) 252.225-7042 , Authorization
to Perform.
(ix) 252.225-7049 , Prohibition
on Acquisition of Certain Foreign Commercial Satellite Services—Representations.
(x) 252.225-7050 , Disclosure
of Ownership or Control by the Government of a Country that is a
State Sponsor of Terrorism.
(xi) 252.226-7002 , Representation
for Demonstration Project for Contractors Employing Persons with
Disabilities.
(xii) 252.229-7012 , Tax Exemptions
(Italy)—Representation.
(xiii) 252.229-7013 , Tax Exemptions
(Spain)—Representation.
(xiv) 252.232-7015 , Performance-Based
Payments—Representation.
(xv) 252.247-7022 , Representation
of Extent of Transportation by Sea.","['When using the provision at FAR 52.204-8, Annual Representations\nand Certifications—', '(1) Use the provision with 252.204-7007 , Alternate\nA, Annual Representations and Certifications; and', '(2) When the provision at FAR 52.204-7,\nSystem for Award Management, is included in the solicitation, do\nnot include separately in the solicitation the following provisions,\nwhich are included in DFARS 252.204-7007 :', '(i) 252.204-7016 , Covered\nDefense Telecommunications Equipment or Services—Representation.', '(ii) 252.209-7002 , Disclosure\nof Ownership or Control by a Foreign Government.', '(iii) 252.216-7008 , Economic\nPrice Adjustment–Wage Rates or Material Prices Controlled by a Foreign\nGovernment—Representation.', '(iv) 252.225-7000 , Buy American—Balance\nof Payments Program Certificate.', '(v) 252.225-7020 , Trade Agreements\nCertificate.', '(vi) 252.225-7031 , Secondary\nArab Boycott of Israel.', '(vii) 252.225-7035 , Buy American—Free\nTrade Agreements—Balance of Payments Program Certificate.', '(viii) 252.225-7042 , Authorization\nto Perform.', '(ix) 252.225-7049 , Prohibition\non Acquisition of Certain Foreign Commercial Satellite Services—Representations.', '(x) 252.225-7050 , Disclosure\nof Ownership or Control by the Government of a Country that is a\nState Sponsor of Terrorism.', '(xi) 252.226-7002 , Representation\nfor Demonstration Project for Contractors Employing Persons with\nDisabilities.', '(xii) 252.229-7012 , Tax Exemptions\n(Italy)—Representation.', '(xiii) 252.229-7013 , Tax Exemptions\n(Spain)—Representation.', '(xiv) 252.232-7015 , Performance-Based\nPayments—Representation.', '(xv) 252.247-7022 , Representation\nof Extent of Transportation by Sea.']","252.204-7007,252.204-7007,252.204-7016,252.209-7002,252.216-7008,252.225-7000,252.225-7020,252.225-7031,252.225-7035,252.225-7042,252.225-7049,252.225-7050,252.226-7002,252.229-7012,252.229-7013,252.232-7015,252.247-7022",
204.1601,Policy.,"(a) Establishment of a Procurement Instrument Identifier (PIID). Do not reuse a PIID once it has been assigned.  Do not assign the same PIID to more than one task or delivery order, even if they are issued under different base contracts or agreements.
(b) Transition of PIID numbering. Effective October 1, 2016, all DoD components shall comply with the PIID numbering requirements of FAR subpart 4.16 and this subpart for all new solicitations, contracts, orders, and agreements issued, and any amendments and modifications to those new actions.  See also PGI 204.1601 (b).
(c) Change in the PIID after its assignment. When a PIID is changed after contract award, the new PIID is known as a continued contract.
(i)  A continued contract—
(A)  Does not constitute a new procurement;
(B)  Incorporates all prices, terms, and conditions of the predecessor contract effective at the time of issuance of the continued contract;
(C)  Operates as a separate contract independent of the predecessor contract once issued; and
(D)  Shall not be used to evade competition requirements, expand the scope of work, or extend the period of performance beyond that of the predecessor contract.
(ii)  When issuing a continued contract, the contracting officer shall—
(A)  Issue an administrative modification to the predecessor contract to clearly state that—
( 1 )  Any future awards provided for under the terms of the predecessor contract (e.g . , issuance of orders or exercise of options) will be accomplished under the continued contract; and
( 2 )  Supplies and services already acquired under the predecessor contract shall remain solely under that contract for purposes of Government inspection, acceptance, payment, and closeout; and
(B)  Follow the procedures at PGI 204.1601 (c).","['(a) Establishment of a Procurement Instrument Identifier (PIID). Do not reuse a PIID once it has been assigned.  Do not assign the same PIID to more than one task or delivery order, even if they are issued under different base contracts or agreements.', '(b) Transition of PIID numbering. Effective October 1, 2016, all DoD components shall comply with the PIID numbering requirements of FAR subpart 4.16 and this subpart for all new solicitations, contracts, orders, and agreements issued, and any amendments and modifications to those new actions.  See also PGI 204.1601 (b).', '(c) Change in the PIID after its assignment. When a PIID is changed after contract award, the new PIID is known as a continued contract.', '(i)  A continued contract—', '(A)  Does not constitute a new procurement;', '(B)  Incorporates all prices, terms, and conditions of the predecessor contract effective at the time of issuance of the continued contract;', '(C)  Operates as a separate contract independent of the predecessor contract once issued; and', '(D)  Shall not be used to evade competition requirements, expand the scope of work, or extend the period of performance beyond that of the predecessor contract.', '(ii)  When issuing a continued contract, the contracting officer shall—', '(A)  Issue an administrative modification to the predecessor contract to clearly state that—', '( 1 )  Any future awards provided for under the terms of the predecessor contract (e.g . , issuance of orders or exercise of options) will be accomplished under the continued contract; and', '( 2 )  Supplies and services already acquired under the predecessor contract shall remain solely under that contract for purposes of Government inspection, acceptance, payment, and closeout; and', '(B)  Follow the procedures at PGI 204.1601 (c).']",,
204.1603,Procedures.,"(a) Elements of a PIID. DoD-issued PIIDs are thirteen characters in length.  Use only alpha-numeric characters, as prescribed in FAR 4.1603 and this subpart.  Do not use the letter I or O in any part of the PIID.
(3) Position 9.
(A)  DoD will use three of the letters reserved for departmental or agency use in FAR 4.1603(a)(3) in this position as follows:
( 1 )  Use M to identify purchase orders and task or delivery orders issued by the enterprise FedMall system.
( 2 )  Use S to identify broad agency announcements.
( 3 )  Use T to identify automated requests for quotations by authorized legacy contract writing systems.  See PGI 204.1603 (a)(3)(A)( 3 ) for the list of authorized systems.
(B)  Do not use other letters identified in FAR 4.1603(a)(3) as “Reserved for future Federal Governmentwide use” or “Reserved for departmental or agency use” in position 9 of the PIID.
(C)  Do not use the letter C or H for contracts or agreements with provisions for orders or calls.
(4) Positions 10 through 17. In accordance with FAR 4.1603(a)(4), DoD-issued PIIDs shall only use positions 10 through 13 to complete the PIID.  Enter the serial number of the instrument in these positions.  A separate series of serial numbers may be used for any type of instrument listed in FAR 4.1603(a)(3).  DoD components assign such series of PIID numbers sequentially.  A DoD component may reserve blocks of numbers or alpha-numeric numbers for use by its various activities.
(b) Elements of a supplementary PIID. In addition to the supplementary PIID numbering procedures in FAR 4.1603(b), follow the procedures contained in paragraphs (b)(2)(ii)( 1 ) and ( 2 ) of this section.  See PGI 204.1603 (b) for examples of proper supplementary PIID numbering.
(2)(ii) Positions 2 through 6. In accordance with FAR 4.1603(b)(2)(ii), DoD-issued supplementary PIIDs shall, for positions 2 through 6 of modifications to contracts and agreements, comply with the following:
( 1 ) Positions 2 and 3 .  These two digits may be either alpha or numeric characters, except—
( i )  Use K, L, M, N, P, and Q only in position 2, and only if the modification is issued by the Air Force and is a provisioned item order;
( ii )  Use S only in position 2, and only to identify modifications issued to provide initial or amended shipping instructions when—
( a )  The contract has either FOB origin or destination delivery terms; and
( b )  The price changes;
( iii )  Use T, U, V, W, X, or Y only in position 2, and only to identify modifications issued to provide initial or amended shipping instructions when—
( a )  The contract has FOB origin delivery terms; and
( b )  The price does not change; and
( iv )  Use Z only in position 2, and only to identify a modification which definitizes a letter contract or a previously issued undefinitized modification.
( 2 ) Positions 4 through 6 .  These positions are always numeric.  Use a separate series of serial numbers for each type of modification listed in paragraph (b)(2)(ii) of this section.","['(a) Elements of a PIID. DoD-issued PIIDs are thirteen characters in length.  Use only alpha-numeric characters, as prescribed in FAR 4.1603 and this subpart.  Do not use the letter I or O in any part of the PIID.', '(3) Position 9.', '(A)  DoD will use three of the letters reserved for departmental or agency use in FAR 4.1603(a)(3) in this position as follows:', '( 1 )  Use M to identify purchase orders and task or delivery orders issued by the enterprise FedMall system.', '( 2 )  Use S to identify broad agency announcements.', '( 3 )  Use T to identify automated requests for quotations by authorized legacy contract writing systems.  See PGI 204.1603 (a)(3)(A)( 3 ) for the list of authorized systems.', '(B)  Do not use other letters identified in FAR 4.1603(a)(3) as “Reserved for future Federal Governmentwide use” or “Reserved for departmental or agency use” in position 9 of the PIID.', '(C)  Do not use the letter C or H for contracts or agreements with provisions for orders or calls.', '(4) Positions 10 through 17. In accordance with FAR 4.1603(a)(4), DoD-issued PIIDs shall only use positions 10 through 13 to complete the PIID.  Enter the serial number of the instrument in these positions.  A separate series of serial numbers may be used for any type of instrument listed in FAR 4.1603(a)(3).  DoD components assign such series of PIID numbers sequentially.  A DoD component may reserve blocks of numbers or alpha-numeric numbers for use by its various activities.', '(b) Elements of a supplementary PIID. In addition to the supplementary PIID numbering procedures in FAR 4.1603(b), follow the procedures contained in paragraphs (b)(2)(ii)( 1 ) and ( 2 ) of this section.  See PGI 204.1603 (b) for examples of proper supplementary PIID numbering.', '(2)(ii) Positions 2 through 6. In accordance with FAR 4.1603(b)(2)(ii), DoD-issued supplementary PIIDs shall, for positions 2 through 6 of modifications to contracts and agreements, comply with the following:', '( 1 ) Positions 2 and 3 .  These two digits may be either alpha or numeric characters, except—', '( i )  Use K, L, M, N, P, and Q only in position 2, and only if the modification is issued by the Air Force and is a provisioned item order;', '( ii )  Use S only in position 2, and only to identify modifications issued to provide initial or amended shipping instructions when—', '( a )  The contract has either FOB origin or destination delivery terms; and', '( b )  The price changes;', '( iii )  Use T, U, V, W, X, or Y only in position 2, and only to identify modifications issued to provide initial or amended shipping instructions when—', '( a )  The contract has FOB origin delivery terms; and', '( b )  The price does not change; and', '( iv )  Use Z only in position 2, and only to identify a modification which definitizes a letter contract or a previously issued undefinitized modification.', '( 2 ) Positions 4 through 6 .  These positions are always numeric.  Use a separate series of serial numbers for each type of modification listed in paragraph (b)(2)(ii) of this section.']",,
204.1670,Cross reference toFederal Procurement Data System.,"Detailed guidance on mapping PIID and supplementary
PIID numbers stored in the Electronic Data Access system to data elements
reported in the Federal Procurement Data System can be found in
PGI 204.1670 .",['Detailed guidance on mapping PIID and supplementary\nPIID numbers stored in the Electronic Data Access system to data elements\nreported in the Federal Procurement Data System can be found in\nPGI 204.1670 .'],,
